Marka	Grad	Cena	Godina proizvodnje	Karoserija	Gorivo	Zapremina motora	Kilometraza	Konjske snage	Menjac
Audi	Kruševac	4500	2005	Hečbek	Dizel	1968	370000.0	140	Manuelni
Hyundai	Zrenjanin	18190	2024	Džip/SUV	Benzin	998	5000.0	101	Manuelni
Seat	Smederevska Palanka	4499	2010	Hečbek	Benzin	1197	148390.0	105	Manuelni
Fiat	Pančevo	3290	2009	Hečbek	Benzin + Metan (CNG)	1248	212300.0	60	Manuelni
Renault	Smederevo	1100	2002	Hečbek	Benzin	1149	200000.0	58	Manuelni
Škoda	Niš	8700	2017	Karavan	Benzin	1197	132975.0	90	Manuelni
Peugeot	Beograd	15999	2018	Limuzina	Dizel	1499	103166.0	131	Automatski
Seat	Vrbas	10700	2021	Hečbek	Benzin + Metan (CNG)	999	208163.0	90	Manuelni
Volkswagen	Šabac	8499	2014	Karavan	Dizel	1968	191000.0	140	Manuelni
Opel	Bačka Topola	2550	2006	Monovolumen (MiniVan)	Benzin + Metan (CNG)	1598	210350.0	97	Manuelni
Opel	Kikinda	4750	2009	Karavan	Dizel	1956	225000.0	110	Manuelni
Mercedes Benz	Beograd	1200	2003	Hečbek	Dizel	1689	265000.0	95	Manuelni
Toyota	Stari Grad	10200	2015	Hečbek	Benzin	1598	117000.0	132	Manuelni
Peugeot	Laćarak	1349	2006	Hečbek	Dizel	1398	326000.0	68	Manuelni
Volkswagen	Kragujevac	1500	1999	Hečbek	Benzin	1390	235287.0	75	Manuelni
Audi	Beograd	45990	2019	Džip/SUV	Dizel	2967	126045.0	286	Automatski
Mercedes Benz	Kačarevo	6499	2011	Limuzina	Dizel	2143	238000.0	136	Manuelni
Citroen	Niš	2500	2002	Monovolumen (MiniVan)	Dizel	1997	260000.0	107	Manuelni
Renault	Zemun	5850	2013	Karavan	Dizel	1461	195792.0	90	Manuelni
Volkswagen	Bežanijska Kosa	3999	2005	Monovolumen (MiniVan)	Dizel	1896	265000.0	131	Manuelni
Fiat	Smederevska Palanka	1700	2003	Hečbek	Benzin	1242	198782.0	60	Manuelni
Seat	Vlasotince	1400	2002	Hečbek	Dizel	1422	185000.0	75	Manuelni
Zastava	Radičević	850000	2007	Pickup	Benzin + Gas (TNG)	1300	120000.0	76	Manuelni
Volkswagen	Valjevo	2500	2003	Limuzina	Dizel	1896	293210.0	101	Manuelni
Audi	Futog	10999	2010	Džip/SUV	Dizel	1968	204476.0	170	Automatski
BMW	Vrčin	36999	2020	Limuzina	Hibridni pogon (Dizel)	1995	210000.0	190	Automatski
Nissan	Koceljeva	13500	2017	Džip/SUV	Benzin	1197	171000.0	116	Automatski
BMW	Vračar	22000	2017	Limuzina	Dizel	1995	188000.0	190	Automatski
MINI	Karaburma	2500	2004	Hečbek	Benzin	1598	170000.0	116	Manuelni
Peugeot	Novi Bečej	8300	2014	Hečbek	Dizel	1560	182100.0	116	Manuelni
Volkswagen	Pančevo	6000	2010	Karavan	Dizel	1968	211493.0	170	Automatski
Volkswagen	Loznica	6650	2011	Karavan	Dizel	1968	275000.0	140	Manuelni
Opel	Valjevo	1800	2003	Karavan	Benzin + Gas (TNG)	1796	261476.0	125	Manuelni
Audi	Lazarevo	6500	2011	Hečbek	Benzin	1798	200542.0	160	Manuelni
Opel	Voždovac	2500	2006	Monovolumen (MiniVan)	Dizel	1248	212000.0	75	Manuelni
Seat	Beograd	1200	2002	Limuzina	Dizel	1896	202000.0	101	Manuelni
Ford	Futog	3300	2008	Karavan	Dizel	1560	202800.0	109	Manuelni
BMW	Veternik	31999	2020	Limuzina	Plug-in hibrid	1998	50000.0	292	Automatski
BMW	Kragujevac	7500	2010	Karavan	Dizel	1995	247000.0	143	Manuelni
Opel	Vranje	3300	2008	Hečbek	Benzin	1364	266020.0	90	Manuelni
Ford	Palilula	9300	2013	Džip/SUV	Dizel	2148	260000.0	150	Manuelni
Volkswagen	Novi Sad	8300	2008	Kupe	Dizel	1968	280000.0	140	Manuelni
Land	Beograd	2800	2002	Džip/SUV	Benzin + Gas (TNG)	1796	247562.0	117	Manuelni
Peugeot	Beograd	1520	2004	Hečbek	Benzin	1124	147000.0	60	Manuelni
Alfa Romeo	Voždovac	5500	2011	Hečbek	Dizel	1956	280000.0	170	Manuelni
Kia	Topola	10990	2015	Džip/SUV	Benzin	1591	136750.0	135	Manuelni
Seat	Petrovaradin	5390	2010	Hečbek	Dizel	1896	225000.0	105	Manuelni
Alfa Romeo	Voždovac	5500	2011	Hečbek	Dizel	1956	280000.0	170	Manuelni
Chevrolet	Beograd	2199	2011	Limuzina	Benzin	1208	155326.0	84	Manuelni
Land	Beograd	20990	2014	Džip/SUV	Dizel	2993	245000.0	256	Automatski
Volkswagen	Beograd	8700	2011	Džip/SUV	Benzin	1984	169000.0	211	Automatski
Fiat	Kragujevac	6500	2016	Monovolumen (MiniVan)	Benzin + Gas (TNG)	1368	255007.0	120	Manuelni
BMW	Velika Plana	9499	2012	Karavan	Dizel	1995	330000.0	184	Automatski
Peugeot	Novi Bečej	8300	2014	Hečbek	Dizel	1560	182100.0	116	Manuelni
Audi	Čukarica	6199	2005	Limuzina	Dizel	1968	320000.0	140	Manuelni
Chrysler	Beograd	1400	2003	Hečbek	Benzin + Gas (TNG)	1600	183000.0	116	Manuelni
BMW	Kragujevac	12500	2012	Limuzina	Dizel	2000	240000.0	163	Manuelni
Opel	Ugrinovci	5200	2009	Limuzina	Benzin + Gas (TNG)	1796	167000.0	140	Manuelni
Fiat	Rakovica	7600	2017	Hečbek	Benzin	875	178000.0	80	Manuelni
Peugeot	Despotovac	1590	2005	Hečbek	Benzin + Gas (TNG)	1360	245000.0	75	Manuelni
Zastava	Požega	499000	2002	Hečbek	Benzin + Gas (TNG)	1116	125000.0	54	Manuelni
Opel	Niš	4690	2007	Karavan	Dizel	1910	220477.0	150	Manuelni
Renault	Beograd	2500	2009	Hečbek	Dizel	1461	247410.0	109	Manuelni
Škoda	Subotica	9999	2017	Limuzina	Dizel	1598	207000.0	116	Manuelni
Alfa Romeo	Ćuprija	3699	2012	Hečbek	Dizel	1248	181687.0	84	Manuelni
Mercedes Benz	Novi Beograd	73999	2023	Limuzina	Hibridni pogon (Dizel)	1993	30917.0	197	Automatski
Škoda	Čačak	23800	2022	Karavan	Dizel	1968	125354.0	150	Automatski
Fiat	Dobrinci	2000	2006	Hečbek	Benzin	1242	100000.0	60	Manuelni
DS	Beograd	23499	2020	Džip/SUV	Dizel	1997	98085.0	177	Automatski
Seat	Zrenjanin	2800	2007	Hečbek	Benzin	1390	205000.0	101	Manuelni
Citroen	Vranje	3300	2010	Hečbek	Benzin	1397	149000.0	95	Manuelni
Hyundai	Jagodina	63690	2025	Džip/SUV	Benzin	1598	1000.0	224	Automatski
Ford	Kučevo	4750	2008	Monovolumen (MiniVan)	Dizel	1997	283587.0	131	Automatski
Nissan	Novi Bečej	10999	2017	Džip/SUV	Dizel	1461	198522.0	110	Manuelni
Citroen	Jagodina	3699	2015	Hečbek	Benzin	1199	141000.0	82	Manuelni
Škoda	Čačak	14900	2017	Karavan	Dizel	1598	209986.0	120	Manuelni
Volkswagen	Osečina (Varošica)	6800	2009	Hečbek	Benzin	1400	242000.0	121	Manuelni
Citroen	Beograd	3800	2009	Hečbek	Benzin	1587	172000.0	122	Manuelni
Dacia	Batajnica	6490	2016	Hečbek	Benzin	898	148100.0	90	Manuelni
Opel	Novi Beograd	6300	2013	Kupe	Benzin	1398	79300.0	101	Manuelni
Nissan	Beograd	2150	2007	Hečbek	Benzin	1240	145000.0	80	Manuelni
Audi	Inđija	7700	2015	Karavan	Dizel	1968	519000.0	150	Automatski
Peugeot	Zemun	2799	2007	Kupe	Benzin	1598	206000.0	120	Manuelni
Seat	Cerak	8000	2013	Hečbek	Dizel	1968	210631.0	150	Manuelni
Opel	Šabac	8899	2014	Džip/SUV	Dizel	1686	151000.0	131	Automatski
Ford	Novi Beograd	4500	2011	Hečbek	Dizel	1560	305500.0	95	Manuelni
Nissan	Niš	7350	2013	Džip/SUV	Dizel	1461	197000.0	110	Manuelni
Volkswagen	Beograd	5200	2008	Hečbek	Dizel	1896	277983.0	105	Manuelni
Nissan	Niš	7350	2013	Džip/SUV	Dizel	1461	197000.0	110	Manuelni
Zastava	Kragujevac	1100	2002	Limuzina	Benzin + Gas (TNG)	1116	67000.0	61	Manuelni
Zastava	Niš	350000	1988	Limuzina	Benzin	1100	63000.0	54	Manuelni
Citroen	Beograd	16379	2021	Hečbek	Dizel	1499	93810.0	131	Automatski
Zastava	Lazarevac	320000	1990	Kupe	Benzin	1123	30500.0	54	Manuelni
Volkswagen	Sremski Karlovci	3300	2006	Monovolumen (MiniVan)	Benzin + Metan (CNG)	1998	248580.0	109	Manuelni
Alfa Romeo	Voždovac	5500	2011	Hečbek	Dizel	1956	280000.0	170	Manuelni
Seat	Voždovac	13000	2022	Džip/SUV	Benzin + Metan (CNG)	999	73000.0	99	Manuelni
Volkswagen	Novi Sad	3100	2005	Hečbek	Benzin	1595	175000.0	102	Manuelni
Audi	Pančevo	16499	2015	Limuzina	Dizel	1968	227237.0	150	Automatski
Volvo	Kragujevac	15000	2014	Džip/SUV	Dizel	2400	230000.0	181	Automatski
Seat	Kuršumlija	4000	2002	Hečbek	Benzin	1781	318000.0	179	Manuelni
Peugeot	Jagodina	700000	2004	Hečbek	Benzin + Gas (TNG)	1587	270000.0	109	Manuelni
Fiat	Čačak	6500	2016	Hečbek	Benzin + Metan (CNG)	1400	170000.0	77	Manuelni
Porsche	Beograd	43900	2007	Kupe	Benzin	3596	184977.0	325	Automatski
Citroen	Niš	5600	2013	Hečbek	Benzin	1598	164390.0	120	Manuelni
Volkswagen	Lajkovac (Varoš)	5100	2012	Karavan	Dizel	1598	220900.0	105	Manuelni
Seat	Šabac	4650	2006	Hečbek	Benzin	1984	163453.0	185	Manuelni
Porsche	Zemun	17986	2003	Kabriolet/Roadster	Benzin	3196	205000.0	260	Manuelni
Ford	Kragujevac	3500	2008	Karavan	Dizel	1753	284000.0	125	Manuelni
Audi	Čačak	4700	2006	Limuzina	Dizel	1896	243856.0	116	Manuelni
Peugeot	Šabac	6290	2017	Hečbek	Dizel	1560	165233.0	99	Manuelni
Hyundai	Jagodina	27990	2025	Džip/SUV	Benzin	1598	1000.0	159	Manuelni
Citroen	Pančevo	2580	2007	Hečbek	Dizel	1398	173000.0	68	Manuelni
Toyota	Bežanijska Kosa	19490	2018	Džip/SUV	Hibridni pogon	2494	147032.0	156	Automatski
BMW	Šabac	37000	2021	Limuzina	Dizel	1995	68000.0	190	Automatski
Audi	Novi Sad	27500	2018	Džip/SUV	Dizel	1968	185500.0	190	Automatski
Citroen	Jagodina	4700	2011	Hečbek	Benzin	1598	266000.0	120	Manuelni
Peugeot	Niš	5999	2011	Limuzina	Benzin	1598	182450.0	156	Manuelni
Audi	Beograd	32990	2022	Džip/SUV	Dizel	1968	73897.0	150	Automatski
Audi	Valjevo	6690	2010	Hečbek	Dizel	1598	202531.0	90	Manuelni
Renault	Beograd	18290	2020	Džip/SUV	Hibridni pogon (Benzin)	1597	122000.0	160	Automatski
Land	Beograd	28000	2020	Džip/SUV	Dizel	1999	88250.0	150	Automatski
Renault	Vrčin	1200	2002	Hečbek	Benzin	1149	223152.0	75	Manuelni
Dacia	Mladenovac	7300	2016	Džip/SUV	Dizel	1461	416000.0	109	Manuelni
Peugeot	Novi Sad	18200	2019	Džip/SUV	Dizel	1499	183823.0	131	Automatski
Citroen	Kraljevo	5250	2008	Monovolumen (MiniVan)	Dizel	1997	165000.0	136	Manuelni
Renault	Srbobran	1050	2003	Hečbek	Dizel	1461	360000.0	82	Manuelni
Opel	Šabac	3390	2008	Hečbek	Benzin	1364	211000.0	90	Manuelni
Peugeot	Vranje	1800	2001	Limuzina	Dizel	1997	320250.0	109	Manuelni
Zastava	Novi Sad	799000	2006	Hečbek	Benzin + Gas (TNG)	1116	101017.0	54	Manuelni
Audi	Kruševac	33500	2017	Džip/SUV	Dizel	2967	190546.0	272	Automatski
Škoda	Obrenovac	11500	2013	Limuzina	Dizel	2000	225000.0	150	Automatski
Alfa Romeo	Subotica	2200	2004	Kupe	Dizel	1910	278900.0	150	Manuelni
MINI	Lazarevac	3750	2009	Hečbek	Benzin	1397	200000.0	95	Manuelni
Audi	Čačak	6300	2010	Karavan	Benzin	1798	209000.0	120	Automatski
Opel	Kragujevac	7990	2016	Karavan	Dizel	1598	195800.0	136	Automatski
MINI	Beograd	27990	2023	Hečbek	Benzin	2000	14500.0	178	Automatski
Opel	Vranje	3300	2008	Hečbek	Benzin	1364	266020.0	90	Manuelni
Volkswagen	Inđija	7650	2011	Karavan	Dizel	1968	270000.0	170	Automatski
Mercedes Benz	Kruševac	11700	2011	Limuzina	Benzin	1796	212000.0	204	Automatski
Peugeot	Aradac	6800	2015	Džip/SUV	Benzin	1199	115783.0	110	Manuelni
Jaguar	Gornji Milanovac	25000	2019	Džip/SUV	Dizel	1999	98300.0	179	Automatski
Peugeot	Majur	19290	2019	Džip/SUV	Dizel	1997	155614.0	177	Automatski
BMW	Beograd	5350	2010	Karavan	Dizel	1995	219000.0	143	Automatski
Opel	Bačka Topola	2000	2006	Monovolumen (MiniVan)	Benzin	1364	200000.0	90	Manuelni
Opel	Beograd	4699	2013	Hečbek	Dizel	1248	170080.0	95	Manuelni
Audi	Smederevska Palanka	1950	2007	Karavan	Dizel	1998	267450.0	140	Automatski
Volkswagen	Beograd	2200	2006	Karavan	Benzin + Metan (CNG)	2000	311000.0	109	Manuelni
Renault	Beograd	3800	2011	Hečbek	Benzin	1598	195050.0	101	Manuelni
Volkswagen	Kraljevo	13950	2019	Monovolumen (MiniVan)	Dizel	1598	128743.0	116	Automatski
Citroen	Beograd	4490	2009	Limuzina	Dizel	1997	260000.0	136	Manuelni
Renault	Novi Sad	12750	2017	Džip/SUV	Dizel	1461	190431.0	110	Manuelni
Mercedes Benz	Kraljevo	1200	2007	Limuzina	Dizel	1992	1992.0	109	Manuelni
Zastava	Radičević	850000	2007	Pickup	Benzin + Gas (TNG)	1300	120000.0	76	Manuelni
Chevrolet	Vrčin	43000	2018	Limuzina	Benzin	3598	49000.0	340	Automatski
Opel	Leskovac	1300	2005	Karavan	Benzin	1598	285000.0	105	Manuelni
Volvo	Beograd	13990	2014	Kabriolet/Roadster	Benzin	2521	200395.0	250	Automatski
Opel	Beograd	4800	2012	Karavan	Dizel	1686	352935.0	125	Manuelni
Volkswagen	Beograd	5200	2008	Hečbek	Dizel	1896	277983.0	105	Manuelni
Škoda	Beograd	1400	2004	Hečbek	Dizel	1422	301903.0	75	Manuelni
Volkswagen	Kraljevo	3500	2006	Hečbek	Benzin	1390	173200.0	80	Manuelni
Honda	Ugrinovci	4550	2007	Limuzina	Benzin + Gas (TNG)	1998	322000.0	155	Manuelni
Audi	Beograd	7700	2009	Limuzina	Dizel	1968	267800.0	140	Manuelni
Citroen	Stajićevo	2800	2008	Monovolumen (MiniVan)	Dizel	1560	288584.0	109	Manuelni
Ford	Kučevo	4750	2008	Monovolumen (MiniVan)	Dizel	1997	283587.0	131	Automatski
Volkswagen	Šabac	3750	2005	Karavan	Dizel	1968	275000.0	140	Automatski
Mercedes Benz	Niš	1350	2003	Kupe	Benzin	1997	283540.0	136	Manuelni
Audi	Preševo	11990	2015	Karavan	Dizel	1968	202000.0	150	Automatski
Opel	Niš	4690	2007	Karavan	Dizel	1910	220477.0	150	Manuelni
Škoda	Beograd	11500	2018	Hečbek	Dizel	1598	138000.0	116	Manuelni
BMW	Novi Beograd	49900	2021	Džip/SUV	Dizel	1995	50000.0	190	Automatski
Peugeot	Beograd	2300	2009	Hečbek	Benzin	1397	107036.0	95	Manuelni
Seat	Kusadak	1250	2001	Hečbek	Dizel	1896	320000.0	110	Manuelni
Renault	Šabac	4200	2010	Kupe	Dizel	1461	280000.0	110	Manuelni
Opel	Ćuprija	1200	2000	Karavan	Benzin + Gas (TNG)	1598	505000.0	101	Manuelni
Citroen	Bač	2000	2005	Limuzina	Benzin + Gas (TNG)	1749	270000.0	116	Manuelni
Opel	Kragujevac	3499	2006	Karavan	Dizel	1910	242000.0	150	Manuelni
Volkswagen	Zlatibor	2500	2011	Hečbek	Dizel	1968	198653.0	110	Manuelni
Volvo	Bajmok	22900	2017	Džip/SUV	Dizel	1969	223639.0	190	Automatski
Opel	Ljig	2700	2004	Hečbek	Dizel	1686	260000.0	80	Manuelni
Peugeot	Beograd	8700	2018	Hečbek	Benzin	998	123474.0	72	Automatski
Jeep	Beograd	25000	2010	Džip/SUV	Dizel	2776	166000.0	200	Automatski
Volkswagen	Temerin	5350	2006	Limuzina	Dizel	1896	257103.0	105	Manuelni
Opel	Zemun	1950	2004	Monovolumen (MiniVan)	Dizel	1686	287266.0	75	Manuelni
Volkswagen	Futog	13750	2017	Hečbek	Dizel	1598	162000.0	116	Manuelni
Mercedes Benz	Futog	19250	2019	Limuzina	Dizel	1950	163680.0	150	Automatski
Seat	Kraljevo	4100	2007	Džip/SUV	Dizel	1960	350000.0	170	Manuelni
Nissan	Lazarevo	7300	2011	Džip/SUV	Benzin	1997	215968.0	141	Manuelni
Volkswagen	Kovačica	43000	2018	Džip/SUV	Dizel	2967	195000.0	262	Automatski
Audi	Niš	6250	2007	Hečbek	Dizel	1896	171000.0	105	Manuelni
Volkswagen	Subotica	4200	2009	Kupe	Benzin	1400	123285.0	159	Manuelni
Subaru	Bogatić	2100	2001	Džip/SUV	Benzin	1994	25555.0	125	Automatski
Škoda	Železnik	3200	2013	Limuzina	Benzin	1000	200000.0	60	Manuelni
Audi	Pančevo	22500	2019	Limuzina	Dizel	1968	190500.0	136	Automatski
Renault	Kikinda	1890	2004	Hečbek	Benzin	1149	241438.0	75	Manuelni
Citroen	Beograd	2200	2004	Hečbek	Dizel	1398	213935.0	68	Manuelni
Renault	Kraljevo	4650	2010	Monovolumen (MiniVan)	Dizel	1461	205636.0	110	Manuelni
Opel	Surčin	7850	2016	Hečbek	Dizel	1590	220000.0	136	Automatski
Dacia	Niš	6499	2019	Hečbek	Dizel	1461	211053.0	75	Manuelni
Audi	Pirot	10000	2006	Džip/SUV	Dizel	2967	218725.0	232	Automatski
Opel	Braće Jerković	6700	2013	Monovolumen (MiniVan)	Dizel	1956	277000.0	165	Automatski
Citroen	Beograd	5100	2018	Hečbek	Benzin	998	252747.0	72	Manuelni
BMW	Surčin	11000	2013	Limuzina	Dizel	1995	213000.0	184	Manuelni
Opel	Batajnica	1500	2000	Hečbek	Benzin	1389	134700.0	90	Manuelni
Volkswagen	Zmajevo	1600	2004	Hečbek	Dizel	1896	360000.0	101	Manuelni
Opel	Beograd	14249	2023	Hečbek	Benzin	1199	36011.0	75	Manuelni
Volkswagen	Zemun	20500	2018	Džip/SUV	Dizel	1968	301000.0	190	Automatski
BMW	Beograd	5350	2010	Karavan	Dizel	1995	219000.0	143	Automatski
Opel	Aleksandrovac	1200	2001	Karavan	Dizel	1700	236985.0	75	Manuelni
Peugeot	Kruševac	15500	2020	Džip/SUV	Dizel	1499	130000.0	131	Manuelni
BMW	Altina	9975	2013	Kupe	Dizel	2000	265000.0	181	Manuelni
Volkswagen	Beograd	12999	2018	Hečbek	Dizel	1598	183995.0	116	Automatski
Opel	Aranđelovac	1150	2004	Hečbek	Benzin	1364	206320.0	90	Manuelni
Audi	Sremska Kamenica	4799	2008	Hečbek	Dizel	1968	195862.0	140	Manuelni
Peugeot	Zvezdara	1800	2006	Karavan	Dizel	1560	221000.0	109	Manuelni
Opel	Pančevo	5599	2014	Karavan	Dizel	1598	191000.0	110	Manuelni
Hyundai	Niš	4600	2005	Džip/SUV	Benzin + Gas (TNG)	1975	242660.0	141	Manuelni
Citroen	Kovin	4900	2015	Limuzina	Dizel	1560	163000.0	92	Manuelni
BMW	Subotica	22900	2021	Hečbek	Benzin	1499	130000.0	109	Automatski
Fiat	Beograd	6000	2016	Limuzina	Benzin + Metan (CNG)	1368	125000.0	77	Manuelni
Seat	Novi Sad	7500	2011	Kupe	Benzin	1390	187000.0	179	Automatski
Mercedes Benz	Borča	3100	2008	Hečbek	Benzin	1498	146700.0	95	Manuelni
Volkswagen	Preševo	4600	2008	Karavan	Dizel	1896	230012.0	105	Manuelni
Volkswagen	Požarevac	24000	2019	Džip/SUV	Dizel	1968	99500.0	150	Automatski
Opel	Smederevo	1500	1950	Limuzina	Benzin	1500	100000.0	48	Manuelni
Peugeot	Veternik	14999	2019	Džip/SUV	Dizel	1499	147000.0	131	Manuelni
Citroen	Futog	4450	2010	Limuzina	Dizel	1997	198887.0	163	Automatski
Mazda	Obrenovac	4790	2014	Hečbek	Benzin	1498	215133.0	102	Manuelni
Audi	Niš	5000	2006	Limuzina	Dizel	1968	330000.0	140	Automatski
Renault	Bogatić	4599	2006	Hečbek	Benzin	1998	243000.0	170	Manuelni
Mercedes Benz	Niš	900000	2001	Hečbek	Dizel	1689	209967.0	90	Manuelni
